N,P,K,temperature,humidity,ph,rainfall,label
17.7,133.2,205.0,22.83,88.57,6.04,55.65,grapes
32.5,130.0,205.0,24.15,81.76,5.8,80.17,grapes
48.9,132.1,198.5,24.33,83.83,6.05,67.38,grapes
20.2,145.0,190.1,24.98,81.02,5.77,78.96,grapes
33.7,137.1,205.0,26.37,83.35,6.42,65.49,grapes
39.8,128.2,185.3,24.1,84.52,5.8,62.68,grapes
14.8,123.6,203.7,24.68,83.48,6.03,53.36,grapes
23.8,120.8,205.0,24.93,81.96,6.0,85.67,grapes
13.6,131.2,189.8,21.65,80.04,6.07,85.49,grapes
13.5,125.6,195.8,22.99,78.84,6.18,75.65,grapes
24.8,131.5,192.8,25.92,79.13,5.88,53.65,grapes
21.7,128.0,205.0,21.46,75.85,6.22,61.53,grapes
11.9,133.3,205.0,24.1,81.38,6.5,59.63,grapes
27.6,141.6,205.0,26.79,77.78,6.55,68.64,grapes
29.2,133.6,198.0,21.68,90.87,5.55,57.6,grapes
29.5,118.9,186.8,20.69,85.49,6.48,59.71,grapes
12.0,116.5,189.4,19.75,77.27,6.46,62.94,grapes
41.7,125.6,194.3,28.11,88.61,6.01,69.3,grapes
18.6,134.6,199.3,24.17,78.05,6.27,77.52,grapes
17.6,121.9,204.6,25.31,85.6,6.28,72.26,grapes
14.2,132.9,180.6,24.75,84.61,5.9,63.32,grapes
22.8,134.4,200.8,21.19,83.3,6.17,61.95,grapes
25.3,134.7,198.0,25.92,89.23,5.98,68.6,grapes
99.1,25.9,59.9,23.8,80.16,6.29,30.71,watermelon
90.1,19.5,49.4,25.33,90.81,6.22,55.69,watermelon
96.5,22.5,56.3,23.55,90.01,6.72,30.74,watermelon
83.6,17.0,49.6,25.58,82.63,6.16,37.98,watermelon
95.2,15.4,57.4,27.82,86.93,6.53,62.15,watermelon
94.8,7.4,42.7,28.47,84.94,6.2,43.68,watermelon
96.4,14.2,28.5,25.36,82.34,7.03,63.3,watermelon
109.4,17.8,41.0,23.02,74.47,6.95,43.87,watermelon
94.6,23.6,55.4,21.43,87.87,6.59,61.12,watermelon
104.9,15.8,61.9,28.07,87.94,6.92,43.57,watermelon
85.3,19.0,60.4,25.38,80.64,6.55,43.72,watermelon
90.6,15.8,49.5,29.01,81.89,6.09,47.23,watermelon
92.4,18.1,55.7,28.67,91.0,6.85,38.15,watermelon
102.9,12.6,56.7,27.79,86.65,7.14,58.54,watermelon
99.7,26.4,50.6,25.94,82.52,6.59,43.02,watermelon
89.4,23.4,53.6,24.63,90.97,6.5,61.93,watermelon
98.1,24.8,33.3,22.38,79.73,6.78,36.93,watermelon
101.4,10.0,57.1,25.32,89.45,7.1,78.37,watermelon
107.5,13.2,50.1,27.38,84.34,6.41,54.0,watermelon
98.9,26.6,33.8,27.99,82.66,7.0,61.32,watermelon
89.6,14.9,60.6,27.77,84.7,6.29,54.12,watermelon
104.2,5.0,60.0,23.51,86.48,6.52,62.14,watermelon
84.7,25.9,48.1,25.99,86.19,6.14,49.15,watermelon
96.1,11.4,61.5,26.42,93.18,6.39,54.52,watermelon
103.8,7.4,52.9,24.49,77.41,6.54,48.76,watermelon
110.4,6.9,52.9,23.7,83.64,6.56,58.88,watermelon
108.6,25.2,43.5,26.03,77.77,6.84,43.66,watermelon
96.3,13.3,52.7,22.96,87.12,6.24,42.44,watermelon
97.6,17.4,43.3,23.7,82.49,6.8,40.39,watermelon
99.6,24.5,46.1,24.82,86.73,6.2,47.33,watermelon
110.4,12.3,48.7,24.13,84.4,6.12,66.94,watermelon
106.6,15.1,43.5,27.35,79.87,6.24,60.31,watermelon
91.0,26.9,41.2,23.86,78.2,6.15,39.95,watermelon
103.6,17.4,42.3,23.48,85.96,6.35,36.07,watermelon
100.4,10.5,56.8,27.38,83.42,6.7,48.84,watermelon
86.6,5.0,58.0,26.23,85.32,6.35,46.61,watermelon
84.1,11.0,50.7,26.41,88.27,6.23,53.65,watermelon
105.8,27.2,62.8,26.34,78.48,6.24,41.24,watermelon
132.2,22.3,54.6,23.99,87.33,7.15,69.09,watermelon
83.9,19.0,48.0,27.8,88.12,5.55,39.11,watermelon
87.7,28.1,54.8,22.83,80.55,6.53,46.63,watermelon
99.1,16.1,51.7,25.11,77.9,6.33,38.83,watermelon
97.9,18.5,32.9,22.98,81.75,6.64,51.07,watermelon
91.0,11.9,49.5,25.43,83.47,6.13,44.04,watermelon
96.6,13.2,67.6,26.6,85.51,6.4,80.09,watermelon
101.0,25.7,49.4,26.46,93.67,6.52,58.22,watermelon
96.9,18.3,59.6,26.23,88.16,6.29,46.86,watermelon
86.0,12.6,47.7,25.72,80.32,5.85,37.51,watermelon
93.0,23.8,39.8,27.62,90.62,6.41,36.96,watermelon
86.6,24.0,56.8,26.5,79.71,6.43,52.7,watermelon
92.8,21.2,52.2,26.6,85.83,6.38,48.26,watermelon
104.0,31.4,47.9,25.47,85.82,6.67,70.73,watermelon
108.8,27.5,58.9,24.27,88.89,6.4,37.89,watermelon
82.6,5.0,38.2,23.59,84.61,6.85,62.2,watermelon
96.4,21.1,51.1,26.54,84.74,7.17,54.49,watermelon
108.7,20.1,60.8,26.97,85.81,6.81,56.46,watermelon
99.3,22.8,51.9,27.35,91.65,6.38,30.86,watermelon
101.0,11.3,60.2,26.59,81.64,6.14,53.5,watermelon
92.6,17.3,39.7,29.51,87.03,6.69,69.66,watermelon
95.6,33.7,56.6,24.9,82.68,6.77,50.48,watermelon
101.6,7.9,61.9,22.93,79.34,6.45,48.63,watermelon
103.1,20.0,62.2,26.15,87.07,6.17,48.56,watermelon
100.3,6.6,47.7,21.29,81.21,5.82,59.15,watermelon
114.3,23.4,48.2,24.45,83.92,6.53,64.92,watermelon
102.7,11.0,48.9,26.26,80.64,6.56,60.93,watermelon
93.0,5.0,46.2,23.81,86.89,6.75,53.13,watermelon
99.1,6.6,41.7,26.53,81.28,6.57,66.55,watermelon
92.5,18.7,47.0,29.45,91.95,6.29,33.0,watermelon
116.1,11.3,41.9,26.69,92.74,5.98,51.68,watermelon
99.0,12.2,51.8,26.43,82.87,6.55,60.73,watermelon
85.1,23.0,48.3,24.83,85.27,6.55,57.57,watermelon
96.1,6.3,60.7,23.04,83.51,6.13,57.06,watermelon
91.9,26.0,47.4,25.21,82.8,6.21,68.68,watermelon
100.5,13.2,51.6,21.58,89.43,6.2,40.71,watermelon
102.3,15.2,58.0,25.41,88.23,6.85,43.58,watermelon
102.2,18.7,46.7,25.37,88.7,6.1,52.91,watermelon
95.7,14.3,47.7,25.24,84.19,6.63,30.8,watermelon
106.8,14.0,41.8,27.82,86.95,6.33,50.82,watermelon
108.6,23.1,40.7,25.6,85.12,6.39,62.02,watermelon
98.8,21.6,37.2,26.01,85.86,6.11,44.49,watermelon
104.3,16.1,44.7,25.68,82.91,6.09,43.23,watermelon
100.7,19.4,63.7,22.4,85.96,6.31,29.71,watermelon
106.7,5.0,57.0,27.46,88.49,6.41,82.09,watermelon
101.6,13.2,51.4,25.34,93.01,6.91,33.04,watermelon
83.0,13.4,56.6,24.92,90.23,6.2,47.34,watermelon
94.8,19.6,54.5,30.71,87.5,6.83,61.16,watermelon
94.3,17.5,45.3,27.32,83.96,6.68,30.8,watermelon
109.0,21.2,41.9,24.34,85.89,6.53,66.02,watermelon
99.1,15.0,55.1,22.37,93.45,6.55,31.9,watermelon
106.5,24.8,35.5,24.62,86.78,6.0,62.52,watermelon
96.2,11.7,52.8,33.42,79.82,6.11,63.52,watermelon
97.2,15.2,57.7,25.04,87.97,6.25,46.94,watermelon
100.7,12.5,61.9,24.68,84.21,6.15,58.82,watermelon
101.8,21.0,55.4,25.33,83.81,6.56,65.82,watermelon
108.3,7.9,56.2,26.15,84.72,6.71,55.99,watermelon
101.8,11.8,31.6,29.54,83.01,6.41,77.55,watermelon
84.1,22.6,53.2,23.86,82.74,6.19,31.97,watermelon
99.8,18.6,60.6,26.2,92.33,6.52,62.21,watermelon
105.4,28.1,47.1,24.52,80.18,6.32,51.5,watermelon
109.1,15.2,48.8,23.65,78.44,6.53,65.97,watermelon
94.3,33.3,58.3,29.02,95.0,6.11,34.11,muskmelon
95.9,12.7,53.1,26.13,95.0,6.61,21.32,muskmelon
104.8,23.7,47.4,29.5,93.89,6.41,36.2,muskmelon
91.6,21.9,56.9,25.22,95.0,6.38,40.03,muskmelon
107.9,13.5,63.2,30.54,95.0,5.96,35.32,muskmelon
107.5,21.5,60.9,27.94,91.16,6.62,31.01,muskmelon
101.4,22.3,53.3,30.49,92.94,6.42,41.34,muskmelon
90.8,13.3,49.1,28.64,89.83,6.29,20.0,muskmelon
115.0,17.9,40.6,27.93,90.53,6.51,20.0,muskmelon
115.6,10.5,48.7,29.29,93.36,6.77,20.0,muskmelon
108.6,26.9,49.3,27.86,92.55,6.17,20.0,muskmelon
95.3,14.3,43.7,27.65,88.6,6.13,26.57,muskmelon
91.9,9.1,55.3,29.92,91.41,6.45,23.5,muskmelon
100.8,5.0,46.5,27.75,95.0,5.65,20.0,muskmelon
87.3,31.9,38.8,32.66,92.84,6.76,20.0,muskmelon
112.4,17.8,50.5,28.44,94.56,6.4,20.0,muskmelon
90.4,17.7,43.5,27.97,93.86,6.59,42.25,muskmelon
102.4,7.9,40.0,30.84,95.0,6.55,20.57,muskmelon
86.7,15.1,53.6,29.84,82.6,6.63,29.21,muskmelon
108.7,16.6,42.5,30.27,89.67,6.45,27.96,muskmelon
95.1,27.1,40.1,28.12,90.99,6.31,20.0,muskmelon
86.9,9.3,60.9,27.66,90.36,6.66,45.43,muskmelon
99.3,14.7,59.0,32.72,91.95,6.03,20.0,muskmelon
100.8,18.2,49.3,27.05,85.27,6.24,20.0,muskmelon
104.9,12.9,58.7,28.34,93.79,6.31,20.0,muskmelon
103.4,21.5,58.3,30.47,92.28,5.98,24.13,muskmelon
97.7,21.4,55.3,26.39,95.0,6.51,20.0,muskmelon
97.3,14.2,42.7,28.41,94.5,6.21,24.05,muskmelon
100.4,22.6,58.1,28.86,95.0,5.87,31.65,muskmelon
90.5,17.5,51.0,29.42,95.0,6.34,20.0,muskmelon
96.3,19.8,43.5,32.35,95.0,6.28,29.9,muskmelon
97.8,30.5,34.8,30.66,87.22,6.4,37.94,muskmelon
96.1,11.6,44.2,28.64,91.99,5.99,20.0,muskmelon
95.3,13.1,49.2,29.14,89.24,6.87,51.52,muskmelon
105.7,19.3,41.5,29.58,91.22,6.46,20.0,muskmelon
98.3,11.5,44.2,26.28,93.85,6.56,20.0,muskmelon
82.6,21.5,54.0,31.16,87.77,6.8,62.79,muskmelon
96.4,5.0,38.1,30.67,95.0,6.12,20.0,muskmelon
82.0,7.6,47.7,27.8,86.52,6.15,20.09,muskmelon
91.6,5.0,50.0,25.31,94.24,6.64,22.61,muskmelon
105.6,25.8,56.9,27.37,94.64,6.31,23.71,muskmelon
97.1,15.4,55.2,24.68,91.92,6.12,26.23,muskmelon
95.0,27.4,58.9,30.63,92.89,6.42,29.65,muskmelon
111.7,23.7,45.8,31.37,95.0,5.99,34.07,muskmelon
88.8,14.5,48.1,28.03,93.92,6.25,21.51,muskmelon
90.0,9.9,50.4,29.25,91.54,5.89,37.38,muskmelon
101.2,15.2,57.1,28.48,91.71,6.48,42.97,muskmelon
99.1,29.0,57.7,26.63,94.02,6.05,25.63,muskmelon
98.4,11.4,60.2,28.98,95.0,6.4,21.29,muskmelon
98.5,11.2,60.9,30.24,85.98,6.34,20.0,muskmelon
93.2,16.2,50.1,27.97,93.86,6.42,29.87,muskmelon
98.7,14.7,51.7,31.66,95.0,6.14,36.56,muskmelon
100.2,5.0,51.5,29.2,87.53,6.45,53.29,muskmelon
114.2,16.9,48.6,30.57,95.0,6.16,34.44,muskmelon
105.4,8.8,50.1,29.74,95.0,6.62,30.03,muskmelon
96.6,20.8,46.1,30.88,93.52,6.31,20.0,muskmelon
91.0,28.9,67.6,29.9,93.12,6.07,20.0,muskmelon
102.8,21.0,53.7,28.14,92.57,6.24,25.26,muskmelon
96.3,21.2,44.9,29.5,84.4,6.3,20.0,muskmelon
94.9,21.0,41.6,30.12,93.28,5.95,20.0,muskmelon
100.6,20.5,59.1,27.95,87.45,6.65,27.36,muskmelon
91.1,24.4,48.3,31.88,91.01,5.92,20.0,muskmelon
96.5,5.0,61.0,30.24,91.09,6.31,20.0,muskmelon
102.2,18.8,45.6,29.99,86.6,6.65,41.7,muskmelon
101.5,15.6,57.0,27.99,91.66,6.9,26.85,muskmelon
104.0,16.6,56.8,26.67,95.0,6.31,20.0,muskmelon
114.1,22.1,57.7,22.96,95.0,6.47,26.8,muskmelon
102.1,11.0,43.4,30.47,95.0,6.66,37.21,muskmelon
98.8,5.0,47.9,31.62,93.74,5.99,20.0,muskmelon
101.9,15.6,52.4,30.97,88.28,6.67,30.17,muskmelon
107.9,12.4,55.5,26.77,95.0,6.58,39.56,muskmelon
92.2,18.0,56.3,28.42,92.91,5.77,21.88,muskmelon
100.8,19.4,55.1,30.39,95.0,6.13,43.4,muskmelon
98.0,28.7,59.9,27.65,95.0,6.38,20.0,muskmelon
107.0,17.6,41.8,30.58,86.82,5.75,23.58,muskmelon
98.2,19.9,50.6,27.28,89.12,6.28,25.0,muskmelon
95.6,21.6,58.4,29.1,94.11,6.23,20.0,muskmelon
97.4,21.6,42.3,27.46,93.57,6.34,36.52,muskmelon
95.8,15.8,35.8,29.05,88.07,6.62,28.09,muskmelon
93.4,14.5,36.8,27.27,95.0,6.45,20.0,muskmelon
93.4,22.0,31.3,29.11,95.0,6.58,20.0,muskmelon
112.8,24.2,61.6,31.03,91.92,5.83,22.81,muskmelon
88.0,10.7,54.6,26.95,94.45,6.31,25.23,muskmelon
98.0,24.2,56.1,29.05,90.11,6.75,20.01,muskmelon
94.9,17.3,51.8,27.53,92.09,6.58,20.0,muskmelon
100.9,10.5,48.7,31.5,95.0,6.78,20.0,muskmelon
106.5,21.6,56.4,28.81,90.41,6.84,23.65,muskmelon
111.9,23.7,50.2,26.53,95.0,6.74,20.0,muskmelon
89.1,16.6,46.7,26.7,95.0,6.07,20.0,muskmelon
87.3,32.4,52.0,27.82,95.0,6.42,41.98,muskmelon
98.9,7.0,55.0,31.43,95.0,6.14,20.0,muskmelon
111.8,5.7,68.8,26.73,92.82,6.48,21.67,muskmelon
93.4,21.7,63.8,27.67,92.24,6.13,20.0,muskmelon
96.2,14.5,47.2,28.49,95.0,6.45,20.0,muskmelon
107.0,15.2,57.5,28.66,87.88,6.79,26.33,muskmelon
115.7,22.7,53.5,26.23,95.0,6.56,32.19,muskmelon
90.0,12.3,58.1,29.38,93.79,6.32,36.86,muskmelon
93.8,16.7,54.9,27.61,93.52,6.32,20.0,muskmelon
92.4,17.3,43.0,31.78,89.56,6.7,29.41,muskmelon
99.2,25.9,47.5,31.2,89.1,6.44,44.27,muskmelon
32.6,120.4,198.7,26.7,91.04,5.77,76.64,apple
9.5,138.1,197.0,24.07,86.67,5.95,114.38,apple
17.0,143.3,204.9,21.98,94.56,6.46,100.4,apple
31.7,135.9,197.9,21.57,90.83,5.79,94.2,apple
14.3,131.4,192.6,23.22,93.16,6.28,99.71,apple
25.2,132.2,200.8,23.46,89.38,5.99,106.62,apple
27.2,134.8,205.0,20.5,94.49,5.87,126.42,apple
24.0,127.5,201.7,19.21,91.91,6.03,97.28,apple
26.2,137.3,193.8,25.67,87.77,5.64,103.85,apple
13.3,144.8,205.0,17.77,92.07,5.89,118.07,apple
15.8,142.1,203.4,21.22,89.12,5.87,90.06,apple
34.0,130.1,202.3,25.44,88.99,6.11,103.69,apple
29.5,145.0,205.0,21.36,93.21,5.68,117.79,apple
28.3,134.6,205.0,18.67,95.0,5.72,105.37,apple
6.7,131.2,205.0,22.58,95.0,6.13,102.31,apple
13.0,131.8,201.3,21.02,95.0,5.95,92.93,apple
19.2,133.8,198.8,25.88,92.25,5.94,97.0,apple
5.0,138.2,205.0,26.21,90.09,6.19,106.79,apple
16.3,134.5,196.4,22.86,90.27,5.25,101.57,apple
0.0,127.3,197.7,21.06,91.45,5.82,100.46,apple
23.7,140.9,196.4,22.74,89.95,5.89,122.24,apple
19.7,131.0,201.6,22.62,83.87,6.06,116.72,apple
31.5,132.1,199.1,23.12,93.34,5.67,102.03,apple
25.2,125.6,199.7,23.75,90.85,5.97,102.14,apple
21.0,141.9,201.8,23.35,85.72,5.71,109.18,apple
11.1,138.8,202.2,24.13,92.17,5.99,100.28,apple
24.2,128.8,195.0,20.73,91.7,5.41,104.65,apple
17.9,135.6,189.2,19.15,84.87,6.12,102.91,apple
18.9,134.0,195.4,21.97,91.47,5.71,103.03,apple
17.1,129.2,197.5,26.01,93.04,6.06,124.05,apple
17.9,136.3,193.2,20.16,91.56,6.02,112.94,apple
18.8,129.1,186.7,24.69,92.38,5.79,137.24,apple
22.1,135.3,191.4,22.17,84.13,6.28,105.59,apple
22.0,134.3,200.2,25.95,86.74,6.01,127.11,apple
19.5,132.0,205.0,24.43,92.36,5.58,113.47,apple
23.3,139.1,203.7,22.22,85.74,6.22,128.42,apple
11.5,125.4,193.3,23.26,87.02,6.01,116.76,apple
15.0,145.0,203.3,24.64,88.34,6.49,135.07,apple
27.2,133.6,205.0,20.33,95.0,5.83,113.29,apple
12.7,134.7,198.3,24.17,94.08,6.7,124.49,apple
29.9,131.0,205.0,25.2,89.81,5.6,122.7,apple
16.3,139.6,202.2,21.26,95.0,6.04,133.39,apple
19.9,130.6,205.0,21.49,95.0,6.04,115.66,apple
30.4,127.4,191.0,22.68,94.82,6.01,108.17,apple
18.3,140.4,193.8,19.88,95.0,5.62,124.86,apple
14.5,132.0,193.6,19.83,94.88,5.98,106.1,apple
21.0,137.9,190.9,19.48,90.12,6.03,110.46,apple
17.7,132.7,201.7,19.89,80.26,6.41,108.75,apple
11.5,140.2,189.6,24.45,87.88,6.06,102.78,apple
23.7,140.5,201.7,20.21,92.63,5.87,94.26,apple
24.9,131.0,194.2,22.67,95.0,6.03,108.25,apple
9.2,129.6,179.0,22.25,95.0,6.41,118.03,apple
5.7,140.1,194.1,19.28,94.46,6.25,106.1,apple
17.9,137.7,201.3,20.0,88.55,5.67,99.24,apple
14.0,142.1,196.9,21.45,95.0,5.55,103.96,apple
17.3,134.7,200.4,22.6,94.07,5.81,114.69,apple
0.0,132.2,190.1,22.85,93.86,5.81,104.71,apple
24.8,135.7,188.9,24.13,95.0,5.99,97.51,apple
22.3,144.4,191.9,22.07,94.93,6.02,128.25,apple
23.4,130.1,202.6,23.94,89.16,6.08,114.69,apple
31.9,131.0,205.0,24.71,91.64,5.72,104.49,apple
25.1,131.9,205.0,25.96,95.0,6.24,109.96,apple
10.9,121.0,205.0,23.06,88.67,6.31,95.25,apple
9.1,145.0,186.8,23.05,88.4,6.3,113.45,apple
18.1,132.8,205.0,24.68,92.17,5.65,96.03,apple
19.4,134.5,205.0,24.46,95.0,6.02,107.58,apple
19.6,137.7,194.2,21.6,94.21,6.02,126.28,apple
16.4,128.3,197.8,21.79,95.0,5.75,130.31,apple
22.3,131.5,199.9,20.96,95.0,5.85,112.08,apple
29.3,135.6,205.0,24.69,94.77,6.53,114.17,apple
23.2,125.2,194.1,26.57,95.0,5.43,120.88,apple
31.8,145.0,203.8,23.34,95.0,6.23,109.28,apple
25.8,135.3,197.0,23.05,88.46,6.28,96.65,apple
19.8,138.0,205.0,21.5,92.9,5.71,118.61,apple
24.3,131.0,199.7,20.71,90.42,6.19,107.7,apple
22.0,128.3,205.0,24.07,92.15,6.08,115.55,apple
6.6,136.5,205.0,19.28,90.58,6.16,116.22,apple
16.0,136.9,190.3,22.3,93.91,5.6,111.22,apple
12.0,134.3,194.4,21.17,91.98,6.2,114.49,apple
28.4,139.7,194.6,22.19,90.39,6.24,126.54,apple
22.7,129.8,187.4,19.49,95.0,5.63,120.16,apple
16.5,133.7,205.0,23.77,89.59,5.91,113.67,apple
35.1,115.5,191.7,22.78,88.8,5.96,104.25,apple
14.2,128.6,205.0,23.6,91.06,6.34,107.91,apple
0.0,139.2,205.0,21.03,92.24,6.17,111.65,apple
27.6,128.4,192.6,23.2,82.59,6.11,107.65,apple
16.4,133.9,196.7,22.64,91.36,5.29,93.4,apple
19.5,141.2,205.0,23.33,94.91,5.72,111.86,apple
14.4,124.6,179.7,21.02,92.14,5.68,119.87,apple
2.3,145.0,205.0,24.85,89.89,6.15,109.63,apple
37.7,132.8,180.7,22.15,86.87,6.14,141.87,apple
19.8,139.4,186.3,24.22,94.18,5.7,105.71,apple
24.3,125.1,189.5,22.79,93.63,5.88,123.75,apple
18.3,130.9,194.7,21.34,94.41,5.27,103.83,apple
18.9,123.4,191.0,21.25,84.31,6.17,101.64,apple
37.6,135.8,185.3,22.81,92.39,5.51,101.06,apple
40.6,122.0,205.0,23.1,95.0,6.19,107.79,apple
34.0,143.3,185.8,20.53,94.03,6.11,110.07,apple
24.2,134.4,205.0,24.64,89.93,5.4,116.41,apple
17.7,118.8,199.1,24.27,95.0,6.03,116.04,apple
20.3,9.7,16.0,17.93,95.0,6.75,113.95,orange
17.1,14.7,20.0,23.63,90.99,7.0,100.47,orange
22.6,9.8,20.5,24.51,95.0,6.63,110.25,orange
22.5,18.6,12.1,24.25,91.25,7.09,108.79,orange
4.3,23.5,17.7,25.63,93.72,6.71,104.67,orange
23.5,9.6,11.8,24.25,95.0,7.18,103.02,orange
8.0,9.0,5.1,25.58,85.72,7.14,108.79,orange
19.9,23.3,17.5,25.58,92.0,6.83,104.19,orange
20.7,19.6,5.0,23.31,93.69,7.44,100.99,orange
30.3,28.3,8.0,20.07,91.78,6.8,107.82,orange
32.4,5.3,14.1,18.51,95.0,6.79,106.98,orange
25.0,22.5,10.4,21.19,94.43,6.78,99.75,orange
20.7,16.9,20.0,27.07,93.49,7.74,121.73,orange
15.7,12.3,5.0,19.67,95.0,6.67,117.71,orange
19.5,20.2,5.0,25.15,90.7,7.35,110.91,orange
31.4,33.2,5.7,23.18,95.0,6.75,123.23,orange
13.1,9.8,5.0,24.19,95.0,7.18,122.89,orange
19.6,23.3,9.3,21.32,94.99,6.9,123.02,orange
16.9,17.7,5.0,21.18,84.74,7.1,109.04,orange
30.7,14.0,5.0,18.24,85.91,6.81,102.6,orange
17.1,10.7,8.1,22.79,89.97,7.32,121.79,orange
7.8,17.1,27.8,19.9,95.0,7.37,107.29,orange
14.4,16.6,5.0,22.01,92.97,6.97,104.49,orange
13.6,21.6,6.8,21.01,87.72,7.13,120.51,orange
8.4,19.0,9.7,25.54,93.59,7.03,112.14,orange
14.9,15.0,11.0,23.07,89.82,7.37,102.43,orange
4.7,9.4,20.9,21.28,90.77,7.24,117.32,orange
17.1,21.8,18.5,20.95,93.93,7.21,115.74,orange
21.5,20.7,6.9,22.33,95.0,7.75,121.99,orange
14.8,25.6,5.0,23.3,94.38,6.9,108.1,orange
5.8,14.3,6.2,22.16,95.0,6.87,121.32,orange
14.3,16.8,5.0,23.34,95.0,6.66,147.84,orange
14.8,6.5,6.3,20.45,92.14,6.54,114.86,orange
15.5,27.6,11.5,22.42,95.0,6.98,94.4,orange
20.2,6.1,16.7,23.24,85.99,7.05,110.69,orange
34.6,13.9,5.0,21.3,91.32,7.17,104.95,orange
10.9,5.0,6.4,23.49,92.09,6.85,109.19,orange
25.4,18.9,11.5,25.23,95.0,7.25,85.8,orange
18.2,17.4,27.6,23.0,95.0,6.95,120.17,orange
27.3,25.2,6.5,21.28,87.89,7.18,125.15,orange
18.2,16.3,7.0,20.21,90.19,6.71,95.92,orange
24.8,14.8,8.8,21.71,89.65,6.62,128.64,orange
27.5,5.2,5.0,24.1,88.77,7.16,98.47,orange
25.4,20.8,26.9,21.85,84.77,7.15,115.55,orange
21.5,9.2,6.2,24.72,93.29,7.16,118.54,orange
28.3,16.9,5.0,23.09,93.36,6.8,131.67,orange
19.2,17.5,15.2,26.16,90.38,6.64,100.78,orange
13.1,9.0,9.2,19.71,88.9,7.0,112.43,orange
25.5,17.2,5.0,21.44,95.0,7.64,125.11,orange
8.9,21.0,5.4,21.14,89.32,7.35,102.7,orange
24.0,11.5,5.0,21.69,95.0,6.63,114.0,orange
20.0,7.5,5.0,25.33,92.15,7.64,116.73,orange
30.7,22.9,17.7,20.51,95.0,6.98,130.41,orange
12.5,17.4,5.0,20.41,95.0,6.95,123.25,orange
23.8,14.5,5.0,19.97,89.44,7.34,117.73,orange
28.6,21.9,5.8,26.7,92.35,6.89,110.49,orange
42.4,17.2,11.8,23.84,88.79,6.74,110.88,orange
22.9,25.9,11.3,20.34,95.0,7.0,109.65,orange
0.0,21.2,20.2,21.97,90.71,7.62,112.68,orange
10.9,14.4,17.5,19.76,90.27,7.47,102.31,orange
38.4,5.1,19.8,22.88,93.05,7.07,131.5,orange
20.7,17.0,5.0,24.97,82.9,6.77,97.6,orange
13.4,24.1,5.0,17.38,95.0,7.61,118.2,orange
20.4,24.4,5.0,22.43,89.42,6.99,113.69,orange
26.9,12.2,14.7,20.23,88.15,6.95,92.48,orange
25.5,22.0,12.0,20.33,90.62,7.5,95.21,orange
10.6,12.4,19.4,20.55,95.0,6.99,108.58,orange
12.5,16.1,21.4,22.56,95.0,6.96,100.88,orange
7.4,26.1,22.9,24.89,94.91,7.2,101.48,orange
21.7,14.0,16.0,23.2,91.01,6.82,112.23,orange
31.4,5.6,5.0,22.69,90.29,6.88,92.97,orange
32.9,13.2,5.0,21.01,88.05,6.73,97.4,orange
26.2,20.2,15.3,21.18,90.92,7.09,127.75,orange
6.8,17.1,14.2,24.42,89.65,7.3,123.86,orange
31.0,7.0,10.7,26.56,92.34,6.79,111.68,orange
16.5,27.5,22.3,26.95,89.07,7.2,117.97,orange
5.8,22.7,7.6,22.99,86.24,7.29,103.87,orange
23.0,8.5,5.0,17.94,92.15,6.83,103.78,orange
20.3,11.4,5.0,23.96,90.97,6.9,103.71,orange
21.8,28.6,14.2,22.98,95.0,6.88,85.16,orange
19.4,22.8,13.5,23.4,94.93,7.16,114.66,orange
24.6,10.9,8.1,21.98,95.0,7.19,129.87,orange
20.9,12.5,18.2,21.95,82.1,6.84,109.41,orange
23.6,16.6,12.5,26.33,88.29,6.81,109.19,orange
21.5,14.2,16.5,22.27,90.19,7.38,86.75,orange
37.0,18.7,8.2,19.39,95.0,6.78,107.99,orange
28.1,30.9,5.8,23.65,95.0,7.0,108.93,orange
37.2,19.3,9.6,23.69,95.0,6.92,98.43,orange
15.4,20.8,14.3,25.79,95.0,6.81,112.54,orange
8.4,8.2,5.0,22.83,92.92,6.83,100.65,orange
13.8,12.0,10.6,20.63,91.44,6.91,114.58,orange
11.4,13.7,12.4,25.34,85.2,7.11,106.54,orange
18.1,12.1,10.6,26.29,92.27,6.9,113.17,orange
13.8,10.5,23.5,22.62,90.42,7.06,127.21,orange
25.6,17.2,10.3,21.0,94.28,6.87,101.49,orange
27.2,24.5,18.4,19.8,87.96,6.92,111.04,orange
19.5,20.7,5.0,23.78,93.93,7.31,100.18,orange
27.3,34.2,8.8,22.48,87.77,6.77,138.82,orange
6.8,22.2,21.4,21.04,90.07,6.91,114.57,orange
38.5,12.3,9.8,25.26,95.0,7.01,118.81,orange
32.3,66.9,56.7,34.45,95.0,6.8,152.67,papaya
42.9,64.3,53.6,35.32,85.73,6.31,137.89,papaya
41.6,60.8,62.0,37.2,95.0,7.28,119.07,papaya
40.3,59.3,65.3,34.05,90.39,6.66,142.23,papaya
42.7,60.1,39.9,34.47,93.3,6.68,135.03,papaya
47.7,68.6,43.6,35.13,93.26,6.42,134.66,papaya
54.4,60.6,41.5,33.65,93.28,6.34,140.84,papaya
53.6,54.8,41.5,31.61,92.51,6.19,148.94,papaya
43.3,54.2,66.3,34.36,95.0,6.83,151.74,papaya
52.0,64.8,60.7,29.84,90.85,7.13,144.95,papaya
